Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
4.0,3,3.0,3,0,1.0,0,0,0,1,1,1,1,0,2,104,1689.0,2.0,1.0,2.18
5.0,5,5.0,4,0,1.0,0,0,0,0,1,1,1,0,4,110,3880.0,2.0,1.0,5.63
4.0,4,4.0,2,0,1.0,1,0,0,0,1,1,1,0,2,80,3813.750000000001,1.0,2.0,4.5
4.0,3,3.0,2,0,1.0,0,0,0,0,1,1,1,0,1,65,1932.0,1.0,1.0,3.7
4.0,3,3.0,2,0,1.0,1,0,0,0,1,1,1,0,2,79,2101.9500000000003,1.0,1.0,2.15
4.0,4,4.0,3,1,1.0,1,1,0,0,1,1,1,0,2,79,2685.0,1.0,2.0,3.79
2.0,3,3.0,3,0,1.0,1,0,0,0,1,0,0,0,2,79,2101.9500000000003,2.0,1.0,1.86
6.0,3,2.0,3,1,0.0,0,0,0,0,1,1,1,0,1,68,1483.0,1.0,0.0,1.65
4.0,3,3.0,4,1,1.0,0,1,0,0,1,0,0,0,3,79,2366.0,1.0,0.0,2.1
4.0,3,4.0,4,1,1.0,0,1,0,0,0,0,1,0,3,108,2003.0,1.0,2.0,2.1
4.0,3,5.0,3,1,0.0,0,1,0,0,1,1,1,0,1,99,1997.0,1.0,0.0,2.2
0.0,3,4.0,2,0,1.0,0,1,0,0,0,1,1,0,1,99,1970.0,2.0,2.0,1.8
4.0,3,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,79,2366.0,1.0,0.0,2.4
0.0,3,3.0,2,0,1.0,0,0,0,0,0,0,1,0,1,99,1770.0,2.0,0.0,1.65
0.0,3,2.0,3,0,1.0,0,0,0,0,0,0,1,0,1,68,1483.0,2.0,1.0,1.5
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,1832.0,2.0,0.0,2.0
4.0,4,3.0,4,1,1.0,0,0,0,0,1,1,1,0,3,37,2191.0,2.0,2.0,2.41
5.0,4,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,2191.0,2.0,2.0,2.4
4.0,4,5.0,4,1,0.0,0,1,0,0,1,1,1,0,1,79,2675.0,1.0,2.0,3.05
4.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,79,2015.0,2.0,2.0,2.33
4.0,3,4.0,4,1,0.0,0,1,0,0,1,0,1,0,1,79,2150.0,1.0,2.0,2.47
3.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,79,2050.0,1.0,2.0,2.35
4.0,3,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,79,2150.0,1.0,2.0,2.35
5.0,3,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,79,2150.0,2.0,2.0,2.3
5.0,3,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,79,2150.0,1.0,2.0,2.3
4.0,3,3.0,3,1,0.0,0,0,0,0,1,1,1,0,3,37,1691.0,0.0,2.0,2.1
4.0,4,4.0,4,1,0.0,0,0,0,0,1,1,1,0,1,99,2365.0,2.0,2.0,2.25
4.0,4,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,99,2425.0,2.0,0.0,2.3
0.0,3,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,99,1970.0,1.0,0.0,1.86
4.0,4,4.0,4,1,0.0,0,1,0,0,1,1,1,0,1,99,2425.0,1.0,2.0,2.31
4.0,4,4.0,4,1,0.0,0,0,0,0,1,1,1,0,1,99,2365.0,2.0,0.0,2.24
3.0,3,4.0,2,1,0.0,0,1,0,0,1,1,1,0,1,99,1970.0,2.0,0.0,1.67
0.0,3,4.0,2,1,0.0,0,1,0,0,1,1,1,0,1,99,1970.0,2.0,2.0,1.87
4.0,3,3.0,2,1,0.0,0,0,0,0,1,1,1,0,1,99,1770.0,2.0,2.0,1.68
3.0,3,2.0,3,1,0.0,0,0,0,0,1,1,1,0,1,68,1483.0,1.0,2.0,1.6
4.0,3,2.0,3,1,0.0,0,0,0,0,1,1,1,0,1,68,1483.0,1.0,1.0,1.62
5.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,37,1865.0,1.0,0.0,1.8
3.0,3,3.0,3,1,0.0,0,0,0,0,1,1,1,0,1,37,1303.0,2.0,2.0,1.4
0.0,4,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,37,2191.0,1.0,2.0,2.27
4.0,4,3.0,4,1,0.0,0,0,0,0,1,1,1,0,1,37,2191.0,1.0,2.0,2.3
4.0,4,4.0,4,0,1.0,0,0,0,0,1,1,1,0,3,102,2400.0,2.0,2.0,2.9
0.0,4,5.0,2,1,1.0,1,1,1,1,1,1,1,0,4,65,4944.0,1.0,1.0,11.5
0.0,4,4.0,2,1,1.0,1,1,1,1,1,1,1,0,4,65,4847.0,1.0,2.0,8.5
0.0,4,4.0,2,1,1.0,1,1,0,0,0,1,1,0,4,65,5210.0,1.0,1.0,14.0
1.0,3,4.0,1,1,1.0,0,0,0,1,1,1,0,0,3,65,2900.0,1.0,1.0,6.4
0.0,4,4.0,4,0,1.0,0,1,0,0,1,1,0,0,3,104,3150.0,2.0,1.0,3.75
6.0,3,3.0,2,1,1.0,0,0,0,0,1,1,1,0,2,111,1605.0,2.0,2.0,2.72
6.0,3,3.0,2,0,1.0,1,0,0,1,1,1,1,0,2,113,1706.4,2.0,2.0,3.7
2.0,3,3.0,4,1,1.0,0,1,0,0,1,0,1,0,1,70,1875.0,2.0,1.0,2.8
4.0,3,3.0,3,1,0.0,1,1,0,0,1,1,1,0,3,37,1865.0,2.0,1.0,1.85
4.0,3,2.0,4,1,1.0,0,0,0,0,1,1,1,0,3,37,1520.0,2.0,0.0,1.5
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,1865.0,2.0,0.0,1.98
0.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,2,111,1665.0,2.0,2.0,3.25
0.0,3,3.0,3,0,1.0,0,0,1,0,0,1,1,0,4,107,2623.05,2.0,0.0,1.8
0.0,3,3.0,4,1,2.0,0,1,0,0,1,1,1,0,4,109,2165.0,2.0,0.0,2.05
2.0,4,5.0,3,1,1.0,0,1,0,0,1,1,1,0,1,89,2505.0,2.0,1.0,2.03
2.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,1,89,2085.0,1.0,1.0,1.69
5.0,3,3.0,2,1,1.0,0,0,0,1,0,1,1,0,4,78,1730.0,2.0,2.0,1.45
0.0,3,3.0,4,1,1.0,1,0,0,0,1,1,1,0,2,111,2080.0,2.0,1.0,4.19
0.0,4,4.0,3,1,1.0,1,1,0,1,1,1,1,0,2,111,2268.0,2.0,1.0,4.68
0.0,3,3.0,4,1,1.0,1,0,0,0,1,1,1,0,2,111,1825.0,2.0,2.0,3.56
0.0,4,4.0,3,1,2.0,0,1,0,0,1,1,1,0,2,111,2177.55,2.0,2.0,4.49
0.0,3,3.0,2,1,1.0,1,1,0,1,1,1,1,0,2,111,2105.0,2.0,2.0,4.21
0.0,3,3.0,2,1,1.0,1,1,0,1,1,1,1,0,2,111,1965.6,2.0,1.0,4.2
6.0,3,4.0,3,1,1.0,1,1,0,1,0,0,0,1,2,111,1790.1,2.0,1.0,3.53
0.0,3,3.0,2,0,1.0,0,0,0,0,1,1,1,0,2,111,1651.0500000000002,2.0,2.0,2.95
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,2444.8500000000004,2.0,2.0,2.1
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,2444.8500000000004,2.0,2.0,2.0
0.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,2,111,1665.0,2.0,2.0,3.27
3.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,4,84,1918.0,1.0,2.0,1.8
0.0,3,4.0,4,1,1.0,0,0,0,0,1,1,1,0,2,113,1665.0,2.0,2.0,2.65
0.0,3,3.0,4,1,1.0,1,0,0,0,1,1,1,0,2,111,1895.0,2.0,1.0,3.7
0.0,3,3.0,4,1,1.0,0,0,0,0,1,0,0,0,2,111,1665.0,2.0,1.0,3.3
2.0,4,4.0,4,0,1.0,1,1,0,0,0,0,0,0,2,111,2670.0,2.0,1.0,5.45
5.0,3,3.0,4,0,1.0,1,0,0,0,0,0,0,0,2,111,1825.0,2.0,0.0,3.72
7.0,3,4.0,4,0,1.0,1,1,0,1,0,1,0,0,2,111,2170.0,2.0,1.0,4.38
4.0,3,3.0,4,0,1.0,0,0,0,1,0,0,1,0,2,111,1665.0,2.0,2.0,3.4
1.0,3,3.0,4,0,1.0,0,0,0,1,0,1,0,0,2,111,1605.0,2.0,1.0,3.28
0.0,3,3.0,4,0,1.0,0,0,0,0,1,1,1,0,3,108,1711.0,2.0,1.0,3.3
0.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,103,1991.0,2.0,2.0,1.5
0.0,4,4.0,4,0,1.0,1,1,0,1,1,1,1,0,2,113,4058.1,0.0,2.0,5.41
0.0,3,3.0,3,0,1.0,0,1,0,0,1,1,1,0,2,113,3307.5,2.0,1.0,4.5
0.0,3,3.0,4,0,1.0,1,1,0,0,1,1,1,0,3,102,2579.0,2.0,2.0,3.3
0.0,3,3.0,3,0,1.0,0,0,0,0,1,1,1,0,2,111,2558.25,2.0,1.0,3.53
0.0,3,3.0,2,0,2.0,0,0,0,0,1,1,1,0,2,111,2247.75,2.0,1.0,3.7
0.0,4,4.0,4,1,1.0,1,0,0,0,0,0,0,0,2,111,2570.0,2.0,1.0,5.26
0.0,4,5.0,4,1,1.0,0,1,0,1,1,0,0,0,4,65,3000.0,1.0,2.0,7.5
0.0,4,4.0,4,1,1.0,1,0,0,0,0,0,0,0,2,111,2400.0,2.0,2.0,4.92
0.0,4,4.0,4,1,1.0,1,0,0,0,0,0,0,0,2,111,2305.0,2.0,1.0,4.72
1.0,3,3.0,4,1,1.0,1,0,0,0,0,0,0,0,2,111,2170.0,2.0,1.0,4.2
5.0,3,4.0,4,0,1.0,1,0,0,0,0,0,0,0,2,111,1895.0,2.0,2.0,3.9
0.0,4,5.0,4,0,1.0,1,1,0,0,0,1,0,0,2,111,2400.0,2.0,0.0,4.85
4.0,4,5.0,4,0,1.0,1,1,0,0,0,0,0,0,2,111,2510.0,2.0,2.0,5.1
0.0,3,3.0,4,1,0.0,1,0,0,0,1,1,1,0,2,111,2496.0,2.0,1.0,4.02
1.0,3,4.0,4,0,1.0,1,1,0,0,1,0,0,0,2,111,2105.0,2.0,2.0,4.3
0.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,102,2026.8,2.0,1.0,2.25
0.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,1800.0,2.0,2.0,2.5
0.0,3,4.0,4,0,1.0,0,1,0,0,1,0,0,0,4,104,2450.0,2.0,2.0,4.0
0.0,3,3.0,4,1,1.0,1,0,0,0,0,1,1,0,2,111,1825.0,2.0,0.0,3.91
0.0,3,3.0,3,0,1.0,0,0,0,0,0,0,0,0,2,111,2929.5,2.0,1.0,4.2
0.0,5,4.0,4,0,1.0,0,0,0,0,0,0,0,0,2,111,2670.0,2.0,1.0,5.23
4.0,3,3.0,4,0,1.0,1,0,0,0,1,0,0,0,2,111,1825.0,2.0,1.0,3.62
0.0,3,4.0,4,0,1.0,0,0,0,0,0,0,0,1,2,111,1605.0,2.0,1.0,3.2
0.0,3,3.0,3,1,1.0,1,1,0,1,1,1,1,0,2,111,1825.0,2.0,1.0,3.5
4.0,3,3.0,4,1,1.0,1,0,0,0,1,1,1,0,2,111,1825.0,1.0,1.0,3.53
4.0,3,3.0,3,1,1.0,1,0,0,0,1,1,1,0,1,99,3604.500000000001,2.0,2.0,4.0
0.0,4,4.0,3,0,1.0,1,1,1,1,0,0,0,1,2,113,4050.000000000001,0.0,1.0,5.0
0.0,3,4.0,3,0,1.0,1,1,0,0,0,0,1,0,2,111,1825.0,2.0,1.0,3.0
6.0,3,3.0,4,1,1.0,0,0,0,0,1,0,0,0,2,106,1855.0,2.0,2.0,3.0
0.0,3,4.0,4,0,1.0,0,1,0,0,0,0,0,0,2,106,2002.0,2.0,1.0,3.3
0.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,2,106,3672.000000000001,2.0,1.0,4.6
0.0,4,4.0,4,1,1.0,0,0,0,0,0,0,0,0,2,111,2305.0,2.0,1.0,4.66
1.0,3,3.0,4,0,1.0,0,0,0,0,1,0,0,0,2,111,1605.0,2.0,2.0,3.26
4.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,103,2639.0,1.0,2.0,1.85
4.0,4,4.0,4,1,1.0,0,0,0,0,1,1,1,0,3,102,3198.0,1.0,1.0,3.6
4.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,1,106,1495.8000000000002,2.0,2.0,2.9
4.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,3,102,1650.0,1.0,2.0,1.8
4.0,3,3.0,4,1,1.0,1,0,0,0,1,1,1,0,3,103,2000.0,1.0,2.0,1.95
4.0,3,3.0,3,0,1.0,0,0,0,0,1,1,1,0,3,107,1943.0,1.0,2.0,1.7
4.0,4,6.0,4,1,1.0,0,1,0,0,1,1,1,0,3,103,2875.0,1.0,0.0,2.8
2.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,4,70,2400.0,1.0,0.0,2.55
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,99,1997.0,1.0,2.0,1.8
4.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,3,109,2177.0,1.0,2.0,1.8
4.0,4,4.0,4,1,0.0,1,1,0,0,1,1,1,0,2,111,2400.0,1.0,1.0,4.68
4.0,3,4.0,3,0,0.0,1,0,0,0,1,1,1,0,2,111,1825.0,1.0,1.0,3.39
3.0,3,2.0,3,1,0.0,0,0,0,0,1,1,1,0,3,68,1483.0,2.0,1.0,1.65
0.0,7,8.0,3,1,1.0,1,1,1,1,1,1,1,0,4,65,12708.0,1.0,0.0,21.5
2.0,3,4.0,1,1,1.0,1,1,0,0,0,1,0,0,1,59,2595.0,1.0,1.0,6.4
0.0,5,5.0,3,1,1.0,0,1,0,1,1,1,0,0,5,28,4560.0,1.0,0.0,6.5
3.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,1,99,2118.0,2.0,0.0,1.8
2.0,3,3.0,2,0,0.0,0,0,0,0,0,1,1,0,1,102,1692.0,2.0,1.0,2.4
3.0,3,3.0,2,1,1.0,0,0,0,0,1,1,1,0,1,99,1770.0,1.0,2.0,1.55
2.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,1,99,1970.0,1.0,2.0,1.68
0.0,3,4.0,3,1,1.0,0,1,0,0,1,0,0,0,3,109,2430.0,2.0,0.0,2.5
4.0,4,4.0,4,1,1.0,0,0,0,0,1,1,1,0,3,102,2400.0,2.0,1.0,2.9
3.0,4,3.0,3,1,0.0,0,0,0,0,1,1,1,0,3,37,1998.0,2.0,2.0,2.15
3.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,3,37,1832.0,1.0,2.0,1.97
3.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,3,37,1832.0,1.0,1.0,1.97
3.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,2,79,1824.0,2.0,0.0,1.7
2.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,4,88,2014.2,1.0,2.0,1.9
4.0,3,3.0,3,1,1.0,0,1,0,0,0,0,0,0,3,102,1650.0,1.0,2.0,1.8
4.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,3,37,1775.0,2.0,0.0,1.6
4.0,3,3.0,4,1,1.0,0,0,0,1,1,1,1,0,3,37,1800.0,2.0,2.0,1.62
4.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,3,37,1811.0,2.0,1.0,2.14
4.0,4,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,2191.0,2.0,0.0,2.47
4.0,4,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,2191.0,0.0,2.0,2.58
4.0,3,4.0,3,1,1.0,0,1,0,0,0,0,0,0,1,106,2002.0,1.0,2.0,3.5
4.0,3,3.0,3,1,1.0,0,0,0,0,0,0,0,0,1,106,1855.0,1.0,2.0,3.0
0.0,3,3.0,3,1,1.0,0,0,0,0,0,0,0,0,1,106,1625.0,1.0,2.0,2.5
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,2,80,1945.0,1.0,1.0,3.01
0.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,2,113,2497.5,1.0,0.0,2.89
0.0,4,4.0,4,0,1.0,1,0,0,0,1,1,1,0,2,113,2060.0,1.0,1.0,3.4
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,2,89,1950.0,1.0,0.0,1.9
4.0,4,4.0,3,1,1.0,0,1,0,0,1,0,1,0,2,89,2505.0,1.0,0.0,2.44
4.0,3,3.0,3,1,1.0,1,1,0,0,1,1,0,0,2,89,2085.0,1.0,2.0,2.03
4.0,3,3.0,3,0,1.0,1,1,0,0,1,1,1,0,3,82,2160.0,2.0,2.0,2.35
0.0,3,4.0,4,1,1.0,1,1,0,0,1,1,1,0,4,67,2350.0,2.0,2.0,3.5
4.0,3,3.0,3,1,1.0,0,1,0,0,1,0,0,0,5,56,2835.0,2.0,2.0,2.55
5.0,3,3.0,3,0,1.0,0,1,0,0,1,0,0,0,5,56,2700.0,2.0,1.0,2.1
4.0,3,3.0,4,1,1.0,1,0,0,0,1,1,1,0,3,65,1350.0,2.0,1.0,2.28
4.0,3,3.0,2,0,1.0,0,0,0,0,1,1,1,0,4,83,1755.0,2.0,2.0,1.75
4.0,3,3.0,3,0,0.0,0,0,0,0,0,1,0,0,2,37,4455.0,0.0,1.0,2.31
4.0,3,3.0,3,0,1.0,0,0,0,1,1,0,0,0,1,37,1800.0,2.0,0.0,1.6
6.0,3,3.0,3,0,0.0,0,0,0,1,1,0,0,0,1,102,2430.0,2.0,2.0,1.6
4.0,3,4.0,4,0,2.0,0,1,0,0,1,1,1,0,3,86,2285.0,2.0,2.0,3.65
0.0,3,4.0,3,0,1.0,0,1,0,0,0,0,0,1,2,47,2750.0,2.0,0.0,5.5
0.0,3,3.0,3,0,1.0,0,0,0,0,0,0,0,1,2,47,2065.5,0.0,0.0,1.75
4.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,5,30,3588.3,2.0,1.0,5.0
0.0,4,5.0,4,0,1.0,1,1,0,1,0,1,1,0,3,48,3931.0,1.0,2.0,15.0
2.0,3,3.0,4,1,1.0,0,1,0,0,1,1,0,0,3,48,2719.0,1.0,2.0,7.7
2.0,3,3.0,4,1,1.0,0,1,0,0,0,1,1,0,3,48,2464.0,1.0,1.0,7.5
0.0,3,3.0,3,0,1.0,0,1,0,0,0,1,1,0,3,48,2235.0,1.0,1.0,6.45
4.0,3,3.0,3,1,1.0,0,0,0,1,1,1,0,0,3,48,1869.0,1.0,2.0,5.0
4.0,1,1.0,1,1,2.0,0,0,0,1,1,1,0,0,3,48,935.0,1.0,2.0,2.0
0.0,1,1.0,1,1,2.0,1,0,0,0,0,1,1,0,1,48,1383.0,1.0,1.0,3.57
4.0,3,3.0,4,0,1.0,0,1,0,1,0,1,1,0,5,54,3050.0,2.0,1.0,9.5
4.0,4,4.0,3,0,1.0,0,1,0,0,1,1,1,0,3,90,2727.0,2.0,0.0,2.7
4.0,4,4.0,3,0,1.0,1,0,0,0,1,0,0,0,2,113,2060.0,1.0,0.0,3.3
4.0,4,4.0,3,0,1.0,1,0,0,0,1,0,0,0,2,113,2060.0,1.0,2.0,3.25
4.0,4,4.0,3,0,1.0,1,0,0,0,1,0,0,0,2,113,2060.0,1.0,0.0,3.35
4.0,4,4.0,3,0,1.0,1,0,0,0,1,0,0,0,2,113,2060.0,1.0,1.0,3.4
2.0,3,3.0,4,1,1.0,1,0,0,0,1,0,0,0,2,111,1895.0,1.0,2.0,3.15
2.0,3,2.0,2,0,1.0,0,0,0,0,0,0,0,0,3,71,800.0,0.0,2.0,0.9
4.0,5,8.0,4,1,1.0,1,1,1,1,1,1,1,0,5,28,7425.000000000001,1.0,0.0,10.75
0.0,3,4.0,4,1,1.0,1,0,0,0,0,0,0,0,2,111,2080.0,1.0,1.0,3.4
4.0,3,3.0,3,0,0.0,0,1,0,0,1,1,1,0,2,85,2874.15,2.0,2.0,2.95
4.0,5,6.0,4,1,0.0,1,1,1,1,0,1,1,0,4,82,5320.0,1.0,2.0,5.85
4.0,3,3.0,3,0,0.0,0,0,0,0,1,1,1,0,2,85,2874.15,2.0,2.0,2.95
5.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,5,28,1871.1,2.0,2.0,2.6
0.0,4,4.0,3,1,1.0,1,0,0,1,1,1,1,0,3,62,2527.0,2.0,0.0,4.49
0.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,62,1996.0,2.0,2.0,3.4
0.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,67,2427.0,1.0,0.0,4.3
4.0,5,6.0,4,1,1.0,1,1,1,1,0,1,1,0,3,81,7420.0,1.0,0.0,8.5
4.0,4,4.0,4,1,1.0,1,1,0,1,1,1,1,0,2,85,3508.65,1.0,2.0,3.5
2.0,3,3.0,1,1,1.0,0,0,0,0,1,1,1,0,3,86,1929.0,2.0,2.0,2.15
2.0,4,4.0,3,0,1.0,0,1,1,0,1,1,1,0,3,54,2721.0,1.0,2.0,9.75
2.0,3,3.0,2,0,1.0,0,0,1,0,1,0,0,0,4,43,2430.0,2.0,1.0,3.9
2.0,3,3.0,2,0,1.0,0,0,1,0,0,0,0,0,4,43,2430.0,2.0,2.0,3.5
0.0,4,4.0,3,1,1.0,1,0,0,1,1,1,1,0,5,24,1740.0,2.0,0.0,3.48
4.0,3,3.0,3,1,1.0,1,0,0,0,1,0,0,0,2,93,1530.0,2.0,1.0,1.85
0.0,3,3.0,3,1,1.0,1,1,0,1,1,1,1,0,4,90,1719.0,1.0,1.0,2.0
0.0,4,4.0,4,0,1.0,0,0,0,0,1,0,0,0,4,91,2364.0,1.0,2.0,2.35
0.0,4,5.0,4,0,1.0,1,1,0,0,1,0,1,0,1,72,2625.0,2.0,0.0,5.85
2.0,3,3.0,2,1,0.0,0,0,1,0,0,0,0,0,2,108,1711.0,1.0,2.0,2.15
4.0,3,3.0,2,0,1.0,1,1,0,0,1,0,1,0,2,76,2937.0,1.0,2.0,3.96
4.0,3,3.0,2,0,1.0,0,1,0,0,1,1,1,0,2,79,2090.0,2.0,0.0,3.87
5.0,4,4.0,4,1,2.0,1,1,1,1,0,0,0,1,2,49,5581.0,2.0,2.0,8.95
4.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,2,32,3805.0,1.0,2.0,5.95
0.0,3,3.0,2,1,1.0,1,1,0,1,0,0,0,1,2,89,3051.0,0.0,2.0,3.0
0.0,3,3.0,2,1,1.0,1,1,0,1,1,1,1,0,1,37,1832.0,0.0,2.0,2.1
4.0,3,3.0,3,0,0.0,1,1,0,0,1,1,1,0,1,62,2588.0,2.0,0.0,5.95
4.0,3,3.0,2,0,0.0,0,1,0,1,1,1,1,0,1,65,1828.0,2.0,2.0,3.29
2.0,3,3.0,3,1,0.0,1,1,1,1,0,1,1,0,1,33,1929.0,2.0,0.0,1.75
4.0,3,3.0,3,1,1.0,0,0,0,1,1,1,1,0,3,37,1800.0,2.0,2.0,1.58
4.0,3,3.0,3,1,1.0,0,0,0,1,1,1,1,0,3,37,1800.0,2.0,2.0,1.44
2.0,3,3.0,2,0,1.0,0,0,1,0,1,0,0,0,4,43,2430.0,2.0,1.0,3.8
4.0,4,4.0,4,1,1.0,0,0,0,0,1,0,0,0,3,42,6400.0,2.0,2.0,38.0
4.0,4,4.0,4,1,1.0,1,1,0,0,1,0,0,0,3,42,6400.0,2.0,1.0,35.0
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,83,1832.0,0.0,2.0,1.85
0.0,3,3.0,2,0,1.0,1,0,0,0,1,0,1,0,1,102,1689.0,2.0,1.0,2.3
4.0,4,4.0,3,0,2.0,0,0,0,1,0,1,0,0,2,93,2178.9,2.0,0.0,1.79
0.0,5,5.0,3,0,1.0,1,1,0,1,1,1,1,0,2,106,4495.0,2.0,0.0,7.87
0.0,4,4.0,2,0,0.0,1,1,0,1,0,0,0,0,1,102,3240.0,2.0,0.0,3.3
2.0,4,4.0,4,1,1.0,0,1,0,1,0,0,1,0,5,43,2804.0,1.0,2.0,7.5
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,83,1832.0,0.0,2.0,1.85
0.0,4,4.0,4,1,1.0,0,1,0,0,0,1,1,0,1,81,4200.0,1.0,1.0,5.1
4.0,4,6.0,4,1,1.0,0,1,0,0,0,1,1,0,1,81,4200.0,1.0,2.0,5.1
4.0,3,3.0,3,1,0.0,0,0,0,0,1,1,1,0,3,83,1755.0,2.0,1.0,1.85
0.0,3,4.0,4,0,1.0,0,1,0,0,0,0,0,0,3,81,2100.0,2.0,0.0,3.48
4.0,4,4.0,4,1,1.0,0,1,0,0,0,1,1,0,2,111,2305.0,2.0,2.0,3.9
2.0,3,5.0,3,0,1.0,0,1,0,0,1,1,0,0,3,53,1980.0,1.0,0.0,4.1
1.0,4,4.0,4,0,1.0,0,1,1,1,1,1,0,0,4,90,2727.0,2.0,0.0,2.7
0.0,3,3.0,3,1,1.0,0,1,1,0,1,1,1,0,4,90,1930.0,2.0,2.0,1.91
4.0,3,4.0,3,1,1.0,0,1,0,0,0,1,0,0,2,53,2892.0,1.0,2.0,6.9
0.0,4,4.0,2,0,1.0,0,0,1,1,0,0,0,1,4,55,2880.0,0.0,1.0,2.5
4.0,4,3.0,3,1,1.0,0,1,0,1,1,1,1,0,3,54,2916.0,1.0,2.0,4.25
5.0,3,3.0,2,0,1.0,1,0,0,0,1,1,0,0,1,76,1672.0,2.0,0.0,1.92
4.0,3,5.0,3,0,1.0,0,1,0,0,0,1,1,0,1,70,1950.0,2.0,1.0,2.5
4.0,3,3.0,2,0,1.0,0,1,0,0,0,1,1,0,2,106,2450.0,2.0,2.0,4.17
4.0,3,4.0,2,0,1.0,0,1,0,0,1,1,1,0,3,66,1920.0,2.0,2.0,2.8
0.0,3,2.0,4,0,1.0,0,1,0,0,1,1,1,0,1,88,1565.0,1.0,1.0,2.03
5.0,3,3.0,3,0,0.0,0,1,1,1,0,1,0,0,4,90,1930.0,2.0,2.0,1.92
0.0,3,3.0,4,1,1.0,0,0,0,0,0,1,1,0,3,90,1818.0,2.0,0.0,1.9
0.0,3,3.0,3,0,0.0,0,0,0,0,1,0,0,0,2,93,2178.9,2.0,0.0,1.85
0.0,3,3.0,2,0,2.0,0,0,0,0,0,0,0,1,2,37,1305.0,2.0,0.0,1.5
4.0,5,5.0,3,0,1.0,1,1,0,0,1,1,1,0,2,106,4095.0,1.0,2.0,6.96
4.0,3,3.0,2,0,1.0,1,1,0,0,1,1,1,0,2,76,2766.0,2.0,2.0,3.73
4.0,5,7.0,4,1,1.0,1,1,0,1,1,1,1,0,5,28,5500.0,2.0,0.0,10.75
0.0,4,6.0,4,1,1.0,0,1,0,0,0,0,0,0,1,106,2355.0,2.0,2.0,2.05
0.0,3,4.0,3,1,1.0,1,1,0,0,0,0,0,0,1,106,1900.0,2.0,1.0,1.75
0.0,3,3.0,2,0,1.0,0,1,0,0,1,1,1,0,2,76,1672.0,1.0,2.0,1.97
