Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
1.0,3,4.0,2,1,1.0,0,1,0,1,1,1,1,0,3,82,1790.0,0.0,2.0,1.81
1.0,3,3.0,4,1,0.0,0,0,0,0,1,0,0,0,3,82,1430.0,1.0,0.0,1.4
0.0,3,3.0,3,1,1.0,0,1,0,1,1,1,1,0,4,90,1930.0,2.0,2.0,2.0
0.0,3,4.0,3,0,1.0,1,1,0,0,0,0,0,1,1,106,1760.0,2.0,0.0,1.75
1.0,3,4.0,4,0,0.0,1,1,0,1,1,1,1,0,5,28,4455.0,2.0,0.0,5.8
0.0,4,4.0,3,0,1.0,0,1,0,0,0,0,0,1,3,66,3375.0,0.0,1.0,4.5
0.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,5,30,2800.0,2.0,1.0,7.0
5.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,4,82,1818.0,2.0,2.0,3.03
0.0,4,3.0,4,1,1.0,1,1,0,1,1,1,1,0,3,102,2430.0,2.0,2.0,4.3
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,52,1350.0,2.0,2.0,2.08
4.0,3,4.0,3,0,1.0,0,1,1,0,0,1,0,0,4,67,2304.0,1.0,2.0,2.73
4.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,68,1999.0,2.0,2.0,2.3
0.0,3,2.0,3,1,1.0,0,0,0,0,1,1,1,0,3,68,1483.0,2.0,1.0,1.75
4.0,3,3.0,4,1,1.0,0,1,0,1,1,1,1,0,1,72,2550.0,1.0,1.0,5.0
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,70,2475.0,1.0,0.0,3.78
5.0,3,2.0,3,1,0.0,0,0,0,0,1,1,1,0,3,81,1664.0,2.0,0.0,1.75
4.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,3,81,2103.0,2.0,2.0,3.5
1.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,81,2103.0,1.0,2.0,3.46
0.0,3,5.0,4,1,1.0,1,1,0,0,1,1,1,0,3,81,2660.0,1.0,2.0,3.49
2.0,4,6.0,4,1,1.0,1,1,0,0,1,1,1,0,3,81,3470.0,1.0,1.0,4.4
1.0,4,5.0,4,1,1.0,1,1,0,0,1,1,1,0,3,81,3185.0,1.0,2.0,4.07
4.0,4,6.0,3,1,1.0,0,1,0,0,0,0,0,0,3,81,3470.0,2.0,2.0,4.35
3.0,3,4.0,4,1,1.0,1,1,0,0,1,1,1,0,3,81,2660.0,1.0,0.0,3.4
0.0,3,4.0,4,1,1.0,1,1,0,0,1,1,1,0,3,81,2660.0,1.0,2.0,3.42
2.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,3,84,2275.0,2.0,2.0,2.05
2.0,1,1.0,2,1,2.0,0,0,0,0,0,0,0,1,3,71,494.1,2.0,1.0,0.78
0.0,3,3.0,3,1,1.0,0,0,0,1,1,1,1,0,1,37,1944.0,2.0,2.0,1.76
0.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,1,37,1748.2500000000002,0.0,0.0,1.6
5.0,4,4.0,4,1,1.0,0,1,0,0,0,1,1,0,4,67,3103.0,2.0,0.0,6.1
5.0,3,3.0,4,0,0.0,0,0,0,0,0,0,0,0,3,91,1862.0,2.0,0.0,1.79
4.0,4,4.0,4,1,1.0,0,1,0,0,0,1,1,0,4,48,2567.0,1.0,0.0,3.62
4.0,4,4.0,4,1,1.0,0,1,0,0,0,1,1,0,4,48,2567.0,1.0,0.0,3.68
1.0,5,5.0,4,1,1.0,1,1,1,0,1,1,1,0,3,72,4750.0,1.0,0.0,8.0
2.0,3,2.0,4,0,1.0,0,0,0,0,1,1,1,0,5,2,1342.0,2.0,1.0,1.32
5.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,1642.0,2.0,2.0,1.7
1.0,4,4.0,3,1,1.0,0,0,0,0,1,1,1,0,3,99,2365.0,2.0,2.0,2.2
2.0,3,4.0,1,1,1.0,0,1,0,0,1,1,1,0,3,99,2281.0,2.0,1.0,2.0
3.0,3,3.0,4,1,1.0,0,1,0,1,1,1,0,0,3,108,2343.0,1.0,0.0,4.4
4.0,3,3.0,4,1,1.0,0,0,0,0,1,1,0,0,1,111,1874.0,1.0,2.0,2.4
7.0,3,4.0,4,1,2.0,0,1,0,0,0,0,0,0,3,86,2285.0,1.0,2.0,3.1
4.0,4,4.0,4,1,1.0,0,1,0,0,0,0,1,0,4,28,3026.0,0.0,1.0,4.6
3.0,3,3.0,4,1,1.0,0,1,0,1,1,1,1,0,3,84,3071.25,2.0,1.0,1.92
0.0,4,5.0,1,0,1.0,0,0,0,1,0,0,1,0,5,50,4400.0,2.0,2.0,7.65
6.0,3,4.0,4,1,2.0,0,1,0,0,1,1,1,0,3,102,2026.8,1.0,1.0,2.5
1.0,4,4.0,4,1,0.0,0,1,0,1,1,1,1,0,3,90,2727.0,2.0,2.0,2.5
4.0,4,4.0,3,0,1.0,0,1,0,0,0,0,0,1,3,92,2325.0,2.0,0.0,2.63
0.0,4,6.0,4,1,1.0,0,1,0,0,1,1,1,0,3,106,2355.0,2.0,1.0,2.1
4.0,3,4.0,4,1,1.0,0,1,0,1,1,1,0,0,3,107,2361.0,1.0,1.0,1.9
1.0,3,4.0,4,1,1.0,1,1,0,0,1,1,1,0,3,106,1760.0,2.0,0.0,1.62
6.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,68,1950.0,1.0,2.0,2.42
6.0,3,3.0,3,1,1.0,0,1,1,0,1,1,1,0,3,86,1930.0,2.0,2.0,2.25
7.0,4,5.0,4,1,0.0,0,1,0,0,1,1,1,0,3,85,2812.0,2.0,1.0,2.8
1.0,3,5.0,3,1,1.0,0,1,1,0,1,1,1,0,3,112,3763.0,1.0,1.0,5.4
2.0,3,4.0,3,1,1.0,1,1,0,0,1,1,0,0,3,102,2598.0,1.0,2.0,3.15
0.0,4,6.0,4,0,1.0,0,1,0,0,0,0,0,1,3,69,3156.0,1.0,0.0,4.0
5.0,4,5.0,4,0,0.0,0,1,0,0,1,1,0,0,3,69,2400.0,1.0,2.0,2.6
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,1,92,1428.0,1.0,1.0,1.3
5.0,4,4.0,2,1,1.0,0,1,0,0,0,0,0,0,4,54,2721.0,1.0,0.0,9.0
6.0,3,5.0,3,0,1.0,0,1,0,0,0,0,0,0,5,47,2470.0,2.0,2.0,4.85
2.0,3,4.0,4,0,1.0,0,1,0,0,1,1,1,0,3,113,2217.0,2.0,0.0,3.05
0.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,104,2450.0,1.0,2.0,3.75
2.0,3,4.0,4,1,1.0,1,1,0,0,0,1,1,0,3,113,2691.0,1.0,2.0,4.0
2.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,113,2535.0,2.0,2.0,3.55
2.0,5,7.0,4,1,1.0,1,1,0,1,0,1,1,0,3,112,8515.0,1.0,0.0,13.0
2.0,3,4.0,4,1,1.0,0,1,0,0,0,0,1,0,3,102,1889.0,2.0,2.0,2.4
0.0,5,6.0,4,0,1.0,0,1,1,0,1,1,1,0,3,102,5790.0,1.0,0.0,7.25
4.0,3,3.0,4,0,1.0,1,0,0,0,1,1,1,0,4,108,2338.0,2.0,2.0,2.75
4.0,4,5.0,4,0,1.0,0,1,0,0,1,1,1,0,3,102,3198.0,1.0,2.0,3.65
0.0,3,4.0,3,0,1.0,0,1,0,0,1,1,1,0,3,102,2579.0,2.0,0.0,3.15
4.0,3,3.0,3,1,1.0,1,0,0,0,1,1,1,0,5,49,2061.0,1.0,0.0,3.3
7.0,3,2.0,3,1,1.0,0,1,0,0,1,1,1,0,3,68,1483.0,1.0,1.0,1.65
6.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,69,2400.0,2.0,0.0,2.5
3.0,3,3.0,1,0,1.0,0,0,0,0,1,1,1,0,3,86,1929.0,2.0,2.0,2.24
4.0,3,3.0,4,1,1.0,0,0,0,0,0,0,0,0,3,37,1800.0,0.0,1.0,1.52
2.0,3,3.0,3,0,1.0,0,0,1,0,0,1,1,0,3,108,1745.0,2.0,2.0,3.45
0.0,3,3.0,3,0,1.0,0,0,0,0,1,0,1,0,3,69,1812.0,2.0,2.0,2.77
4.0,3,3.0,4,1,1.0,0,0,0,1,1,1,0,0,1,37,1728.0,2.0,0.0,1.67
4.0,3,3.0,4,1,1.0,0,0,0,1,1,1,0,0,1,37,1842.0,0.0,1.0,1.7
1.0,3,3.0,4,1,1.0,0,0,0,1,1,1,1,0,1,37,1728.0,2.0,1.0,1.65
4.0,3,3.0,4,1,1.0,0,0,0,1,1,1,1,0,1,37,1902.0,2.0,2.0,1.71
2.0,3,4.0,3,1,1.0,1,0,0,0,1,1,1,0,4,49,2070.0,2.0,2.0,3.29
4.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,81,2100.0,1.0,0.0,3.5
2.0,4,4.0,4,1,1.0,0,1,1,0,1,1,1,0,5,90,2727.0,1.0,1.0,2.5
6.0,4,5.0,4,1,1.0,0,1,0,0,1,0,1,0,3,69,2400.0,1.0,0.0,2.6
6.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,69,2400.0,2.0,0.0,2.6
5.0,3,2.0,2,1,1.0,1,0,0,1,1,0,0,0,3,83,1827.0,1.0,2.0,1.8
0.0,3,3.0,2,1,1.0,0,0,0,0,1,0,0,0,4,43,1352.0,1.0,2.0,3.15
3.0,3,3.0,3,0,1.0,0,0,0,0,0,1,0,0,3,37,1811.0,2.0,2.0,2.1
2.0,4,4.0,3,0,1.0,0,1,0,0,0,1,1,0,3,66,2050.0,2.0,2.0,3.5
1.0,4,4.0,4,0,1.0,0,1,1,0,1,1,1,0,1,33,2600.0,2.0,2.0,3.5
6.0,3,5.0,3,1,1.0,1,1,0,0,1,1,1,0,3,70,1950.0,1.0,2.0,2.35
0.0,3,4.0,4,1,2.0,1,1,0,0,1,1,0,0,3,106,1760.0,1.0,0.0,1.9
0.0,3,3.0,3,1,0.0,0,0,0,0,1,0,1,0,3,102,1827.0,2.0,1.0,2.5
0.0,4,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,92,2325.0,1.0,2.0,2.75
4.0,3,3.0,1,1,1.0,0,0,0,0,1,1,0,0,3,86,1929.0,2.0,1.0,2.3
4.0,3,3.0,1,1,1.0,0,0,0,0,0,0,0,0,3,86,1929.0,2.0,1.0,2.3
4.0,3,3.0,1,1,0.0,0,0,0,0,0,1,0,0,3,86,1929.0,2.0,1.0,2.3
7.0,3,3.0,4,1,1.0,0,0,1,0,1,1,1,0,3,83,1740.0,2.0,2.0,1.65
0.0,5,8.0,4,1,0.0,0,1,0,0,1,1,1,0,3,82,4567.0,2.0,0.0,4.45
2.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,1,99,2150.0,2.0,2.0,1.99
6.0,3,4.0,3,0,1.0,0,1,0,0,1,0,0,0,4,58,2156.0,1.0,1.0,5.0
0.0,3,3.0,3,1,1.0,1,0,0,0,1,1,1,0,3,82,1880.0,2.0,0.0,1.94
0.0,3,4.0,2,1,1.0,0,0,0,0,1,0,0,0,3,69,1850.0,2.0,1.0,2.45
0.0,4,5.0,4,1,0.0,0,1,0,0,1,0,0,0,3,69,2400.0,1.0,2.0,2.59
6.0,3,4.0,4,0,1.0,0,1,0,0,0,0,0,1,3,92,2120.0,1.0,1.0,2.35
5.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,38,2408.0,2.0,2.0,2.73
0.0,3,3.0,4,1,1.0,0,1,0,0,0,1,0,0,3,81,2132.0,1.0,1.0,3.5
0.0,4,6.0,4,1,1.0,0,1,0,0,1,1,1,0,4,81,4200.0,1.0,1.0,5.5
3.0,4,4.0,4,1,1.0,0,1,0,1,1,1,1,0,3,81,2872.0,1.0,1.0,5.0
6.0,4,6.0,4,0,1.0,0,1,0,0,1,1,1,0,3,81,4200.0,2.0,1.0,5.25
1.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,3,81,2132.0,1.0,1.0,3.46
0.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,81,2872.0,1.0,1.0,4.95
4.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,3,82,1818.0,1.0,2.0,2.9
5.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,82,2606.0,1.0,1.0,4.1
1.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,3,82,2092.0,1.0,0.0,3.29
7.0,4,6.0,4,1,1.0,1,1,0,0,1,1,0,0,3,81,4200.0,2.0,2.0,5.12
3.0,4,5.0,2,1,1.0,0,1,0,0,0,1,0,0,3,81,3185.0,2.0,0.0,4.12
1.0,4,4.0,2,1,1.0,0,1,0,0,1,1,1,0,3,99,2365.0,1.0,2.0,2.06
3.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,3,99,1970.0,1.0,2.0,1.71
0.0,3,3.0,2,1,1.0,0,0,0,0,1,1,1,0,3,99,1770.0,1.0,2.0,1.54
4.0,3,4.0,4,1,1.0,0,0,0,0,1,1,1,0,3,59,2985.0,0.0,1.0,6.7
2.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,66,2410.0,1.0,2.0,4.2
5.0,3,3.0,3,1,1.0,0,1,1,0,1,1,1,0,3,67,1920.0,1.0,2.0,2.51
0.0,3,3.0,4,0,0.0,0,1,0,1,1,0,0,0,3,90,1930.0,2.0,0.0,1.88
1.0,4,4.0,4,1,0.0,0,0,0,0,1,0,0,0,3,90,2727.0,2.0,0.0,2.55
1.0,3,3.0,4,1,0.0,0,0,0,1,1,1,1,0,3,86,1929.0,1.0,2.0,2.25
0.0,3,3.0,4,1,0.0,0,0,0,1,1,1,1,0,3,90,1967.0,1.0,2.0,1.99
2.0,4,5.0,4,1,0.0,0,1,0,1,1,1,1,0,3,85,2812.0,1.0,2.0,2.83
1.0,3,3.0,4,1,1.0,0,0,0,1,1,1,1,0,3,90,1967.0,1.0,1.0,2.05
2.0,3,3.0,2,0,1.0,0,1,0,0,1,1,1,0,3,81,2132.0,2.0,1.0,3.8
0.0,4,4.0,4,1,1.0,1,0,0,0,1,1,1,0,4,56,2650.0,2.0,1.0,2.95
2.0,3,3.0,3,1,1.0,1,0,0,1,1,1,1,0,3,68,1705.0,1.0,2.0,1.95
2.0,3,3.0,2,1,2.0,0,1,0,0,1,1,1,0,4,48,1665.0,2.0,1.0,2.85
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,102,2030.4,2.0,1.0,2.2
4.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,104,3150.0,1.0,2.0,4.0
5.0,1,1.0,1,1,0.0,0,0,0,0,1,1,0,0,3,90,432.0,1.0,0.0,0.39
3.0,3,3.0,4,1,1.0,1,1,0,1,1,1,1,0,4,90,1755.0,2.0,2.0,2.0
3.0,3,3.0,2,1,1.0,0,1,1,1,1,1,1,0,3,81,2132.0,1.0,2.0,3.5
4.0,3,3.0,3,1,1.0,0,1,0,1,1,1,1,0,3,65,2499.0,1.0,2.0,5.7
4.0,4,4.0,4,1,1.0,0,1,0,1,1,1,1,0,3,65,2985.0,1.0,2.0,7.0
0.0,3,4.0,4,1,1.0,1,1,0,1,1,1,1,0,3,81,2092.0,1.0,1.0,3.5
2.0,4,4.0,3,1,1.0,0,1,0,0,0,1,1,0,1,112,4848.0,2.0,0.0,6.4
2.0,3,5.0,4,0,1.0,0,1,0,0,0,0,0,1,3,112,3800.0,2.0,2.0,5.75
4.0,3,4.0,3,1,0.0,0,0,0,0,0,1,1,0,3,108,2003.0,2.0,1.0,3.75
7.0,4,4.0,4,0,1.0,0,1,0,0,1,1,1,0,3,104,3150.0,2.0,0.0,3.6
4.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,72,2906.0,2.0,1.0,5.45
6.0,3,4.0,3,1,1.0,0,1,0,0,0,1,1,0,4,66,2200.0,1.0,2.0,4.5
0.0,4,4.0,1,0,1.0,0,1,0,1,0,0,0,1,5,50,4400.0,0.0,2.0,7.5
2.0,4,4.0,3,0,1.0,0,1,0,0,0,1,1,0,3,67,3103.0,2.0,0.0,6.7
2.0,4,4.0,4,0,1.0,0,1,0,0,1,0,0,0,3,54,4250.0,1.0,1.0,13.5
4.0,3,4.0,4,0,1.0,0,1,0,0,0,0,0,0,5,25,3600.0,2.0,2.0,6.25
4.0,4,4.0,4,1,1.0,1,1,0,1,1,1,1,0,3,72,6105.0,1.0,0.0,9.5
4.0,4,4.0,3,1,0.0,0,1,0,0,1,1,1,0,3,72,4250.0,2.0,1.0,8.0
4.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,3,70,1655.0,2.0,2.0,2.55
4.0,4,4.0,4,1,1.0,1,1,0,1,1,1,1,0,3,72,3355.0,2.0,2.0,6.5
4.0,4,4.0,4,1,1.0,1,1,0,1,1,1,1,0,3,72,3850.0,0.0,0.0,6.4
0.0,4,5.0,4,1,1.0,1,1,0,1,1,1,1,0,3,72,4250.0,1.0,1.0,8.5
4.0,4,5.0,3,1,1.0,0,1,0,0,1,1,1,0,3,72,3300.0,2.0,0.0,6.0
4.0,4,5.0,3,1,1.0,0,1,1,0,1,1,1,0,3,70,2925.0,1.0,0.0,4.3
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,66,2200.0,2.0,2.0,4.1
0.0,4,4.0,4,0,1.0,1,1,1,0,1,1,1,0,3,65,5219.0,2.0,2.0,13.54
1.0,3,4.0,2,0,0.0,0,1,0,0,0,0,1,0,1,113,2691.0,2.0,2.0,4.1
3.0,4,5.0,4,0,1.0,0,1,0,0,1,0,1,0,3,69,2400.0,2.0,0.0,2.77
4.0,4,5.0,4,0,1.0,0,1,0,0,1,0,1,0,3,69,2400.0,2.0,1.0,2.58
3.0,4,5.0,4,0,1.0,0,1,0,0,0,0,1,0,3,69,2400.0,2.0,2.0,2.58
4.0,4,5.0,4,0,1.0,0,1,0,0,0,1,1,0,3,69,2400.0,2.0,0.0,2.54
2.0,4,5.0,4,0,1.0,0,1,0,0,0,1,1,0,3,69,2400.0,2.0,2.0,2.56
0.0,4,5.0,4,0,1.0,0,1,0,0,1,1,1,0,3,69,2400.0,2.0,2.0,2.57
4.0,3,4.0,2,1,1.0,0,1,0,1,1,1,1,0,3,82,1790.0,1.0,0.0,1.75
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,1,70,1655.0,1.0,2.0,2.79
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,70,2350.0,1.0,2.0,3.46
5.0,4,5.0,4,0,1.0,0,1,0,0,1,1,1,0,3,72,2905.0,2.0,2.0,5.2
4.0,3,3.0,2,1,1.0,0,0,0,0,1,1,0,0,3,90,1744.0,2.0,2.0,1.92
1.0,4,5.0,4,0,0.0,0,1,0,0,0,0,0,0,4,69,2400.0,2.0,2.0,2.54
0.0,4,5.0,4,0,0.0,0,1,0,0,1,0,0,0,4,69,2400.0,2.0,2.0,2.55
0.0,3,3.0,3,1,1.0,0,0,0,1,1,1,1,0,1,37,2072.25,2.0,1.0,1.89
2.0,3,4.0,4,1,1.0,1,1,0,0,0,1,1,0,3,91,2320.0,1.0,0.0,2.3
2.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,4,109,1745.0,2.0,1.0,2.19
2.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,3,109,2095.0,2.0,0.0,2.75
4.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,109,2095.0,2.0,2.0,2.72
0.0,3,4.0,2,1,1.0,0,1,0,0,0,0,0,0,4,108,2666.0,2.0,1.0,1.6
0.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,4,108,2666.0,2.0,1.0,1.59
0.0,3,3.0,3,1,1.0,0,1,0,0,0,1,1,0,4,108,2002.0,2.0,2.0,2.25
0.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,3,102,1827.0,2.0,1.0,2.49
0.0,3,3.0,4,1,1.0,0,0,0,0,1,1,1,0,3,112,2802.0,2.0,2.0,4.79
4.0,3,3.0,3,1,1.0,0,0,0,0,1,1,1,0,4,102,1689.0,2.0,1.0,2.15
4.0,3,3.0,2,1,1.0,0,0,0,0,1,0,1,0,3,108,1745.0,1.0,1.0,3.42
0.0,3,3.0,3,1,0.0,0,0,0,0,1,0,0,0,3,113,2215.0,2.0,2.0,2.95
2.0,4,5.0,4,1,0.0,1,1,0,1,0,1,1,0,3,113,7878.0,2.0,0.0,6.25
4.0,3,4.0,4,1,1.0,1,1,0,0,1,1,1,0,3,66,3300.0,1.0,1.0,5.5
2.0,3,4.0,3,1,0.0,0,1,0,0,1,1,0,0,3,85,2408.0,2.0,1.0,2.6
4.0,4,3.0,4,1,1.0,0,0,0,1,1,1,1,0,3,37,2987.55,2.0,2.0,2.4
0.0,3,3.0,3,0,1.0,0,0,0,0,1,1,1,0,3,37,1832.0,2.0,1.0,2.1
0.0,3,3.0,2,1,1.0,0,0,0,0,1,1,1,0,3,99,1770.0,2.0,2.0,1.55
4.0,3,4.0,4,1,1.0,1,1,0,1,1,1,1,0,3,102,1931.0,1.0,2.0,2.5
0.0,4,3.0,3,1,1.0,0,0,0,0,1,1,1,0,3,37,2931.6,2.0,1.0,2.8
0.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,3,67,2416.0,2.0,0.0,2.5
1.0,3,3.0,2,1,1.0,0,0,0,0,1,0,0,0,3,67,1877.0,2.0,1.0,2.3
0.0,3,3.0,2,1,1.0,0,0,0,0,0,0,0,0,3,67,1839.0,2.0,2.0,2.2
0.0,3,3.0,2,1,1.0,0,0,0,0,1,0,0,0,3,67,1877.0,2.0,2.0,2.4
0.0,3,4.0,4,1,1.0,0,1,0,1,1,1,1,0,3,107,2361.0,1.0,1.0,2.1
0.0,1,1.0,2,0,2.0,0,0,0,0,0,0,0,0,3,71,494.1,0.0,1.0,0.5
5.0,3,3.0,2,1,1.0,0,1,0,0,1,1,1,0,3,58,2164.0,2.0,0.0,5.0
0.0,4,4.0,4,1,2.0,0,1,0,1,1,1,1,0,4,90,2727.0,1.0,2.0,2.69
0.0,4,4.0,3,0,1.0,0,0,0,0,0,1,1,0,4,65,1975.0,2.0,2.0,3.95
4.0,3,3.0,1,1,1.0,0,0,0,0,1,1,1,0,4,111,1700.0,1.0,2.0,3.15
4.0,3,2.0,2,1,2.0,0,0,0,0,1,1,1,0,3,113,1579.0,1.0,2.0,2.45
4.0,3,3.0,4,1,1.0,0,1,0,0,1,1,1,0,1,113,2217.0,2.0,1.0,2.95
2.0,3,4.0,3,1,1.0,0,1,0,0,1,1,1,0,4,85,1645.0,1.0,2.0,1.45
2.0,3,3.0,3,1,0.0,0,0,0,1,1,1,0,0,3,86,1929.0,2.0,2.0,2.18
1.0,3,4.0,1,1,1.0,0,1,0,0,1,1,1,0,3,102,2025.0,2.0,0.0,2.3
4.0,3,3.0,3,1,1.0,1,0,0,0,1,1,1,0,4,48,1785.0,2.0,2.0,2.15
4.0,3,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,52,2035.0,2.0,2.0,3.1
4.0,3,4.0,2,1,1.0,0,1,0,0,1,1,0,0,3,33,1575.0,2.0,2.0,2.35
0.0,3,3.0,3,1,1.0,0,1,0,0,1,0,0,0,5,54,2282.0,1.0,1.0,7.35
1.0,3,3.0,4,0,1.0,0,0,0,1,1,1,1,0,3,84,1825.0,2.0,0.0,1.4
3.0,4,5.0,3,1,1.0,0,1,0,1,0,1,1,0,3,22,3976.0,2.0,2.0,7.35
2.0,4,4.0,4,1,1.0,0,1,0,1,1,1,1,0,3,90,3330.0,1.0,2.0,4.0
0.0,3,3.0,3,1,1.0,1,1,0,1,1,1,1,0,3,70,1655.0,2.0,2.0,2.71
4.0,3,3.0,2,1,1.0,0,0,0,1,1,1,1,0,4,69,1578.0,1.0,1.0,2.25
5.0,3,3.0,4,0,0.0,0,1,0,1,0,0,0,0,3,90,1930.0,2.0,0.0,1.96
2.0,3,3.0,3,0,0.0,0,0,0,0,1,0,0,0,3,90,1720.0,2.0,2.0,1.97
2.0,3,3.0,3,0,1.0,0,1,0,0,0,0,0,0,3,107,2361.0,2.0,2.0,2.29
4.0,3,4.0,4,1,1.0,0,1,0,0,1,1,0,0,3,104,2450.0,1.0,2.0,3.5
0.0,3,3.0,3,1,1.0,0,0,0,0,0,1,0,0,3,102,1692.0,2.0,1.0,2.25
5.0,4,4.0,4,1,1.0,0,1,0,0,1,1,1,0,3,102,3198.0,2.0,2.0,4.36
0.0,3,4.0,4,1,1.0,0,0,0,1,1,1,1,0,3,82,1799.0,1.0,2.0,2.88
2.0,3,3.0,3,1,0.0,0,0,0,0,1,1,1,0,1,37,1790.0,2.0,0.0,1.45
7.0,3,3.0,4,1,1.0,1,0,0,0,0,0,1,0,4,37,3183.3,2.0,2.0,2.5
4.0,3,4.0,2,1,1.0,0,1,0,0,1,1,1,0,1,99,1970.0,2.0,2.0,1.87
5.0,3,3.0,3,1,1.0,0,1,0,0,1,1,1,0,3,102,1650.0,2.0,1.0,1.89
4.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,109,3150.0,2.0,2.0,3.7
0.0,3,4.0,4,1,1.0,0,1,0,0,0,0,0,1,3,107,2361.0,2.0,2.0,2.1
3.0,4,5.0,4,1,1.0,0,1,0,0,1,0,0,0,3,110,2950.0,1.0,2.0,4.25
1.0,3,3.0,3,0,1.0,1,0,0,0,1,1,1,0,3,82,1877.0,2.0,0.0,1.83
2.0,3,3.0,1,1,0.0,0,0,0,0,1,1,1,0,3,86,1929.0,2.0,1.0,2.25
3.0,3,3.0,1,0,1.0,0,0,0,0,1,1,1,0,3,86,1929.0,2.0,2.0,2.3
3.0,3,4.0,4,1,1.0,0,1,0,0,0,1,0,0,3,81,2100.0,1.0,2.0,3.5
6.0,3,4.0,4,0,1.0,0,1,0,0,1,1,1,0,3,81,2100.0,2.0,0.0,3.53
4.0,3,3.0,3,1,1.0,1,1,0,1,1,1,1,0,4,65,3799.0,1.0,2.0,7.5
0.0,3,4.0,4,1,1.0,1,1,0,1,0,1,1,0,4,65,3844.0,1.0,2.0,6.4
4.0,3,3.0,4,0,1.0,0,1,0,0,0,0,0,0,3,102,1650.0,2.0,0.0,1.9
4.0,3,4.0,4,1,1.0,0,0,0,0,1,1,1,0,3,102,2733.75,2.0,0.0,2.4
4.0,3,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,112,2802.0,2.0,0.0,4.8
0.0,4,5.0,4,1,1.0,0,1,0,0,1,1,1,0,3,85,2560.0,1.0,2.0,2.42
4.0,3,3.0,4,1,0.0,0,0,0,0,1,1,1,0,3,102,2030.4,2.0,2.0,2.35
0.0,4,5.0,4,1,1.0,0,1,0,0,1,0,0,0,4,25,3250.0,0.0,2.0,5.29
4.0,3,5.0,4,1,1.0,0,1,1,0,1,1,1,0,3,37,1815.0,1.0,1.0,1.45
5.0,3,3.0,3,1,1.0,0,0,0,1,1,1,1,0,3,37,1790.0,2.0,1.0,1.43
5.0,3,3.0,3,1,0.0,0,0,0,1,1,1,1,0,3,37,1820.0,2.0,2.0,1.45
4.0,3,4.0,4,1,1.0,0,1,0,1,1,1,1,0,3,102,2149.0,2.0,1.0,2.6
4.0,4,5.0,4,1,1.0,0,1,0,1,1,1,1,0,3,102,2860.0,1.0,2.0,3.7
