,Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
153,East,2,2.0,3,No,Semifurnished,1,0,0,0,1,1,0,0,New Property,65,1516.0,Standard,High Floor,2.8
154,North-East,2,2.0,2,Yes,Semifurnished,1,1,0,0,1,1,1,0,New Property,61,1552.5,Standard,High Floor,1.75
155,West,2,2.0,2,No,Unfurnished,0,0,0,0,1,0,0,0,New Property,107,660.1500000000001,Budget,High Floor,0.44
156,West,2,2.0,3,No,Semifurnished,1,0,0,0,1,1,1,0,New Property,33,1694.25,Standard,High Floor,1.6
157,East,2,2.0,2,No,Semifurnished,0,0,0,0,0,1,1,0,New Property,102,1198.0,Luxury,Mid Floor,1.6
158,North-East,2,2.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,92,1190.0,Standard,High Floor,1.4
159,North-East,2,2.0,1,No,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,70,676.35,Luxury,High Floor,0.65
160,North-East,2,2.0,2,No,Semifurnished,0,0,1,0,0,1,1,0,Under Construction,89,1250.0,Luxury,Low Floor,2.07
161,North-East,2,3.0,3,Yes,Unfurnished,0,0,0,0,1,1,0,0,Moderately Old,66,1158.0,Standard,Mid Floor,1.8
162,North,2,2.0,2,No,Semifurnished,0,1,0,0,1,0,0,0,Under Construction,79,1564.65,Luxury,High Floor,1.65
163,North,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,0,1,0,New Property,70,1565.0,Luxury,Low Floor,2.6
164,South,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,110,990.0,Luxury,High Floor,1.3
165,East,2,3.0,3,Yes,Unfurnished,0,1,0,0,1,1,1,0,Relatively New,108,1283.0,Standard,Low Floor,1.45
166,East,2,2.0,2,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,108,1381.0,Standard,Mid Floor,2.6
167,East,2,2.0,3,Yes,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,93,1177.2,Standard,Low Floor,1.05
168,East,2,2.0,1,Yes,Semifurnished,0,0,0,0,1,1,0,0,Relatively New,107,1000.0,Budget,Mid Floor,0.52
169,North-East,2,2.0,3+,No,Semifurnished,0,0,0,1,0,0,0,0,New Property,106,1102.95,Standard,High Floor,1.9
170,East,2,2.0,2,No,Unfurnished,0,0,0,0,1,0,0,0,New Property,103,1245.0,Luxury,High Floor,0.75
171,North,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,0,0,0,Moderately Old,47,973.0,Luxury,High Floor,1.28
172,East,2,2.0,2,No,Unfurnished,0,0,0,0,0,0,0,1,Under Construction,104,1099.0,Luxury,Mid Floor,1.46
173,East,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,104,2092.5,Luxury,Low Floor,1.84
174,East,2,2.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,113,1310.0,Standard,Mid Floor,2.08
175,East,2,2.0,3,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,37,1540.0,Standard,Mid Floor,1.55
176,East,2,2.0,3,Yes,Semifurnished,0,0,1,0,1,1,1,0,New Property,92,1150.8,Standard,High Floor,1.05
177,East,2,2.0,3,No,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,65,1377.0,Luxury,High Floor,1.74
178,South,2,2.0,3,No,Unfurnished,0,1,0,0,0,0,0,0,Moderately Old,108,1173.6,Luxury,Mid Floor,1.32
179,North-East,2,2.0,2,No,Unfurnished,0,0,0,0,0,1,0,0,Under Construction,108,1381.0,Luxury,High Floor,2.05
180,East,2,2.0,3,Yes,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,93,1341.6,Standard,High Floor,1.3
181,North,2,2.0,3,Yes,Unfurnished,1,0,0,0,1,1,1,0,New Property,89,1103.0,Standard,High Floor,1.08
182,East,2,2.0,3,No,Semifurnished,1,0,0,0,1,0,0,0,Relatively New,65,1506.0,Standard,High Floor,2.57
183,East,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,New Property,104,1099.0,Luxury,Mid Floor,1.45
184,East,2,2.0,2,Yes,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,104,1099.0,Luxury,High Floor,1.38
185,East,2,2.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,68,1245.0,Luxury,High Floor,1.4
186,East,2,2.0,2,No,Semifurnished,1,1,0,0,0,0,0,1,Under Construction,36,1740.0,Luxury,High Floor,3.5
187,North-East,2,2.0,3,No,Furnished,0,0,0,0,1,1,1,0,New Property,36,1479.0,Budget,High Floor,2.51
188,North,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,77,1342.0,Luxury,Low Floor,1.2
189,North-East,2,2.0,3+,Yes,Semifurnished,0,0,0,0,0,1,1,0,Relatively New,88,1325.0,Luxury,Mid Floor,1.4
190,North-East,2,2.0,1,No,Unfurnished,0,0,0,0,0,0,0,1,New Property,85,1876.5,Luxury,High Floor,1.8
191,North,2,2.0,2,Yes,Semifurnished,0,0,0,0,0,0,1,0,New Property,70,930.0,Luxury,Mid Floor,1.3
192,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,36,1479.0,Luxury,Mid Floor,2.96
193,North-East,2,2.0,2,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,113,1768.5000000000002,Luxury,Low Floor,1.61
194,East,2,2.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,33,1343.25,Luxury,Mid Floor,1.25
195,North-East,2,2.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,89,1105.0,Luxury,High Floor,1.08
196,East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,102,1349.0,Standard,Mid Floor,1.7
197,North,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,77,1342.0,Luxury,Mid Floor,1.18
198,North-West,2,2.0,2,No,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,33,1100.0,Luxury,High Floor,1.5
199,East,2,2.0,3,Yes,Semifurnished,0,0,0,1,1,0,0,0,Under Construction,89,13246.8,Luxury,High Floor,1.08
200,South-West,2,2.0,2,Yes,Unfurnished,0,0,0,0,1,0,0,0,Old Property,107,660.1500000000001,Budget,High Floor,0.5
201,East,2,2.0,3,No,Semifurnished,1,0,0,0,1,1,1,0,New Property,65,1433.0,Standard,Mid Floor,2.58
202,North-East,2,2.0,3+,Yes,Unfurnished,1,0,0,0,1,1,1,0,New Property,35,1458.0,Luxury,Mid Floor,1.19
203,East,2,2.0,2,Yes,Unfurnished,0,0,0,1,1,1,1,0,Under Construction,113,1310.0,Luxury,High Floor,2.1
204,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,1,1,1,1,0,New Property,104,1099.0,Standard,Mid Floor,1.35
205,North,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,83,1050.0,Luxury,Mid Floor,1.0
206,North,2,2.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,70,1420.0,Budget,Low Floor,1.8
207,East,2,2.0,3,Yes,Semifurnished,0,0,1,0,1,1,1,0,New Property,68,1245.0,Standard,Mid Floor,1.35
208,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,65,2046.6,Luxury,High Floor,2.58
209,East,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,84,1125.0,Luxury,Low Floor,0.85
210,North,2,2.0,1,Yes,Semifurnished,0,0,0,0,1,0,1,0,Relatively New,37,810.0,Luxury,High Floor,0.57
211,North-East,2,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,New Property,104,1700.0,Luxury,Low Floor,2.3
212,North-West,2,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,New Property,104,1700.0,Luxury,High Floor,2.28
213,East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,83,1050.0,Standard,Low Floor,0.97
214,North-East,2,2.0,1,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,85,12834.0,Luxury,Low Floor,1.9
215,North-East,2,2.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,New Property,104,1550.0,Standard,High Floor,2.09
216,North,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,0,0,Moderately Old,84,1200.0,Standard,High Floor,0.88
217,East,2,2.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,New Property,89,1103.0,Standard,Low Floor,1.05
218,North,2,4.0,3,No,Unfurnished,1,1,0,0,0,0,0,1,New Property,37,2035.0,Luxury,High Floor,1.6
219,North,2,2.0,2,No,Semifurnished,0,0,0,0,0,1,0,0,New Property,36,1479.0,Budget,High Floor,2.6
220,North,2,2.0,3,Yes,Unfurnished,1,0,0,0,1,1,1,0,New Property,89,1103.0,Standard,Mid Floor,1.05
221,North-East,2,2.0,3+,No,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,92,960.0,Standard,Low Floor,0.768
222,North-East,2,2.0,3+,No,Semifurnished,1,0,0,1,1,1,1,0,Under Construction,92,960.0,Luxury,Low Floor,0.8540000000000001
223,North,2,2.0,2,No,Semifurnished,1,1,0,1,1,1,1,0,Moderately Old,67,1012.5,Luxury,High Floor,0.75
224,North,2,2.0,3,Yes,Semifurnished,1,1,1,1,1,1,1,0,New Property,85,1896.75,Standard,Mid Floor,1.7
225,East,2,2.0,3,No,Unfurnished,0,0,0,0,1,1,1,0,New Property,102,1215.0,Budget,High Floor,1.55
226,North-East,2,2.0,3+,Yes,Unfurnished,1,1,0,1,1,1,0,0,Under Construction,113,1330.0,Standard,Mid Floor,2.15
227,North-East,2,2.0,2,No,Unfurnished,1,0,0,0,1,1,0,0,Relatively New,65,1224.0,Luxury,High Floor,1.75
228,East,2,2.0,3,No,Semifurnished,0,0,0,0,0,0,1,0,New Property,36,1479.0,Luxury,High Floor,2.5
229,South,2,2.0,2,Yes,Semifurnished,0,0,0,1,0,0,0,0,Relatively New,110,990.0,Standard,Mid Floor,1.25
230,North-East,2,2.0,3,Yes,Unfurnished,0,0,0,0,0,1,1,0,New Property,61,1552.5,Standard,High Floor,1.75
231,North,2,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,New Property,104,1700.0,Luxury,Low Floor,2.7
232,North,2,2.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,New Property,104,1550.0,Luxury,High Floor,2.29
233,North-East,2,2.0,2,Yes,Furnished,1,0,0,0,0,1,1,0,New Property,62,1508.0,Standard,High Floor,3.1
234,North,2,2.0,1,No,Furnished,0,0,0,0,0,0,0,0,Relatively New,81,877.5000000000001,Luxury,Low Floor,0.6
235,East,2,2.0,2,Yes,Semifurnished,1,0,0,0,0,0,1,0,Relatively New,50,1795.0,Luxury,High Floor,2.5
236,North-East,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,1,New Property,33,1768.5000000000002,Luxury,Low Floor,1.22
237,North-West,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,65,1516.0,Luxury,High Floor,2.69
238,North-East,2,2.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,50,1336.0,Luxury,Low Floor,2.0
239,East,2,2.0,3,Yes,Semifurnished,1,0,0,0,1,0,1,0,Relatively New,65,1261.0,Luxury,High Floor,2.3
240,North-East,2,2.0,2,No,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,50,1795.0,Luxury,High Floor,2.5
241,North-East,2,2.0,2,No,Semifurnished,0,0,0,0,1,0,1,0,Relatively New,104,1550.0,Luxury,Low Floor,1.99
242,North-East,2,2.0,3+,Yes,Semifurnished,0,0,1,0,1,1,1,0,Relatively New,70,930.0,Standard,Low Floor,1.3
243,North,2,2.0,3+,Yes,Unfurnished,1,0,0,0,1,0,0,0,Relatively New,47,1457.0,Luxury,Low Floor,1.3
244,East,2,2.0,2,No,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,104,1099.0,Budget,Mid Floor,1.35
245,North,2,2.0,3,Yes,Semifurnished,1,0,1,0,1,0,0,0,Relatively New,67,1484.0,Standard,High Floor,1.89
246,North,2,2.0,2,No,Semifurnished,0,0,1,0,1,0,0,0,Relatively New,67,1296.0,Standard,High Floor,1.66
247,South-East,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,2,1130.0,Standard,Mid Floor,1.52
248,South-East,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,2,1030.0,Luxury,High Floor,1.4
249,North,2,2.0,2,No,Semifurnished,0,0,0,0,0,1,0,0,New Property,61,1512.0,Luxury,High Floor,1.64
250,North,2,2.0,1,Yes,Semifurnished,0,0,1,0,1,1,1,0,Moderately Old,50,1040.0,Standard,High Floor,1.43
251,East,2,2.0,3,No,Semifurnished,1,1,1,1,0,1,0,0,Moderately Old,68,1510.0,Luxury,Mid Floor,1.55
252,North-East,2,2.0,3+,Yes,Unfurnished,1,0,0,0,1,1,1,0,New Property,92,1450.0,Standard,High Floor,0.7559999999999999
253,East,2,2.0,1,Yes,Unfurnished,0,0,0,0,1,0,0,0,New Property,76,882.0,Luxury,Mid Floor,0.65
254,North-East,2,2.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,37,1294.8,Luxury,Low Floor,1.2
255,East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,92,1294.65,Luxury,Low Floor,0.96
256,North-East,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,84,1125.0,Luxury,High Floor,1.01
257,East,2,2.0,1,Yes,Unfurnished,0,0,0,0,1,0,0,0,Relatively New,67,797.85,Budget,High Floor,0.76
258,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,0,0,0,New Property,103,1361.0,Luxury,High Floor,1.15
259,East,2,2.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,111,1755.0,Standard,Low Floor,2.54
260,North-West,2,3.0,2,Yes,Unfurnished,0,1,0,0,1,1,1,0,Relatively New,37,1485.0,Luxury,High Floor,1.2
261,East,2,2.0,2,No,Semifurnished,0,1,0,0,0,0,1,0,New Property,65,1358.0,Luxury,High Floor,2.65
262,East,2,2.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,New Property,65,1358.0,Luxury,Mid Floor,2.7
263,North-East,2,2.0,3,No,Semifurnished,0,0,0,0,1,1,0,0,Relatively New,65,1261.0,Luxury,High Floor,2.32
264,North-East,2,2.0,3+,No,Semifurnished,1,0,0,0,0,0,1,0,Relatively New,68,1808.4,Luxury,High Floor,1.9
265,East,2,2.0,3+,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,65,1400.0,Luxury,Mid Floor,2.52
266,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,106,1926.45,Luxury,High Floor,1.95
267,East,2,2.0,2,Yes,Unfurnished,0,0,0,0,1,1,0,0,Under Construction,36,1105.2,Luxury,High Floor,1.74
268,North,2,2.0,3,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,70,1350.0,Standard,High Floor,1.6
269,East,2,2.0,2,Yes,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,108,1422.0,Luxury,High Floor,1.05
270,North-East,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,0,0,0,New Property,2,1390.5,Budget,Mid Floor,1.3
271,South-West,2,2.0,2,Yes,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,99,666.9000000000001,Budget,Mid Floor,0.58
272,East,2,2.0,3+,No,Semifurnished,0,0,0,0,0,0,0,0,Old Property,28,1100.0,Luxury,High Floor,1.65
273,East,2,2.0,3,Yes,Semifurnished,0,0,0,1,0,1,0,0,Relatively New,83,1050.0,Luxury,Mid Floor,0.884
274,East,2,1.0,2,Yes,Semifurnished,0,0,0,0,0,1,1,0,Under Construction,68,865.0,Standard,Mid Floor,0.95
275,North,2,2.0,3,Yes,Semifurnished,0,0,0,0,0,1,1,0,Relatively New,93,1405.0,Standard,Mid Floor,1.22
276,East,2,2.0,2,No,Semifurnished,0,0,0,0,1,0,0,0,New Property,2,1130.0,Luxury,Low Floor,1.56
277,North,2,2.0,3+,Yes,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,50,1426.0,Luxury,Mid Floor,2.05
278,North-East,2,2.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,New Property,102,964.0,Standard,Mid Floor,1.27
279,East,2,2.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,112,2441.0,Luxury,Mid Floor,4.0
280,East,2,2.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,112,2441.0,Luxury,High Floor,4.0
281,North-East,2,2.0,2,No,Unfurnished,0,0,0,0,0,0,0,0,New Property,108,1381.0,Luxury,High Floor,2.0
282,East,2,2.0,2,No,Semifurnished,0,1,0,0,0,1,0,0,Moderately Old,108,1283.0,Luxury,Low Floor,1.45
283,North-East,2,2.0,3+,Yes,Unfurnished,1,0,0,0,1,1,1,0,Moderately Old,84,1350.0,Luxury,High Floor,1.12
284,North,2,2.0,3+,No,Semifurnished,0,0,0,0,0,0,0,1,New Property,106,1102.95,Luxury,Low Floor,2.0
285,North,2,2.0,2,Yes,Furnished,0,0,0,0,0,0,0,1,New Property,62,1508.0,Standard,Mid Floor,3.19
286,North-East,2,2.0,3,Yes,Semifurnished,1,0,0,0,0,1,1,0,Under Construction,61,1552.5,Luxury,High Floor,1.65
287,East,2,2.0,3,No,Furnished,0,0,0,0,1,1,1,0,New Property,36,1479.0,Budget,Low Floor,2.53
288,East,2,2.0,1,No,Furnished,0,0,0,0,0,1,1,0,Old Property,50,1040.0,Luxury,High Floor,1.6
289,West,2,2.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,58,1625.0,Standard,Mid Floor,3.75
290,North-East,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,107,746.5500000000001,Luxury,Low Floor,0.55
291,East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,83,1050.0,Standard,High Floor,0.99
292,East,2,2.0,1,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,90,626.0,Standard,Low Floor,0.7
293,East,2,2.0,2,No,Semifurnished,1,0,0,0,0,0,0,0,New Property,61,1150.0,Luxury,Low Floor,1.61
294,North-East,2,2.0,3,Yes,Semifurnished,1,1,0,1,1,1,1,0,Under Construction,93,1118.0,Standard,High Floor,1.1
295,East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,92,1363.5,Budget,Mid Floor,1.1
296,East,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,1,New Property,104,1483.65,Luxury,Mid Floor,1.42
297,East,2,2.0,3+,No,Semifurnished,0,0,0,0,0,0,0,1,New Property,99,1842.75,Luxury,Mid Floor,1.3
298,North-East,2,2.0,3+,Yes,Semifurnished,0,0,1,0,1,1,1,0,New Property,106,1385.0,Standard,High Floor,1.35
299,North,2,2.0,2,Yes,Semifurnished,0,0,0,0,0,1,1,0,New Property,65,1310.0,Luxury,High Floor,2.25
300,South-East,2,2.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,113,1722.6,Standard,Mid Floor,1.8
301,South-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,1846.8,Standard,High Floor,2.0
302,North-East,2,2.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,1349.0,Standard,High Floor,1.8
303,East,2,2.0,1,No,Furnished,0,0,0,0,0,0,0,1,New Property,2,1130.0,Standard,Mid Floor,1.4
304,East,2,2.0,2,No,Semifurnished,1,0,0,0,0,0,0,0,Moderately Old,33,1125.0,Luxury,High Floor,1.6
305,North-West,2,2.0,3,Yes,Unfurnished,1,0,0,0,1,0,1,0,Relatively New,90,1300.0,Luxury,High Floor,1.1
306,North,2,2.0,1,No,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,67,800.0,Luxury,Mid Floor,0.72
307,West,2,2.0,1,Yes,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,67,807.3000000000001,Budget,Low Floor,0.78
308,East,2,2.0,1,No,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,67,800.0,Luxury,High Floor,0.72
309,North,2,2.0,2,No,Furnished,0,0,0,0,0,0,0,1,Relatively New,76,838.35,Luxury,High Floor,0.72
310,East,2,3.0,3+,No,Unfurnished,1,0,0,0,1,1,1,0,New Property,99,2285.55,Luxury,Mid Floor,1.75
311,East,2,2.0,3,No,Unfurnished,0,0,0,0,1,1,1,0,New Property,113,1722.6,Luxury,High Floor,1.85
312,North,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,65,1261.0,Standard,High Floor,2.2
313,North-East,2,2.0,3+,No,Unfurnished,0,0,0,0,1,0,0,0,Relatively New,106,1385.0,Standard,Mid Floor,1.35
314,East,2,1.0,2,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,68,865.0,Standard,Mid Floor,0.95
315,North,2,1.0,3,Yes,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,93,981.0,Standard,High Floor,1.15
316,East,2,2.0,1,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,69,643.95,Budget,Low Floor,0.715
317,North,2,2.0,3,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,70,1350.0,Standard,High Floor,1.5
318,East,2,3.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,108,1283.0,Luxury,Mid Floor,1.35
319,North,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,0,0,0,Moderately Old,66,1125.0,Luxury,High Floor,2.25
320,North-East,2,2.0,2,Yes,Semifurnished,1,0,0,0,0,1,0,0,Relatively New,65,1516.0,Luxury,High Floor,2.6
321,East,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,New Property,102,915.0,Luxury,High Floor,1.28
322,East,2,2.0,3,Yes,Furnished,1,1,1,1,1,1,1,0,New Property,68,1245.0,Standard,Mid Floor,1.28
323,West,2,2.0,1,No,Furnished,0,0,0,0,1,0,0,0,Relatively New,69,643.95,Standard,Low Floor,0.71
324,East,2,2.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,964.0,Standard,Low Floor,1.32
325,North-West,2,2.0,3+,No,Semifurnished,1,0,0,0,0,0,0,0,Relatively New,113,1596.0,Budget,High Floor,1.9
326,North-East,2,2.0,1,No,Semifurnished,0,0,0,0,1,1,0,0,Under Construction,110,645.0,Luxury,Mid Floor,0.65
327,West,2,2.0,3,No,Semifurnished,1,0,0,0,0,0,0,0,Relatively New,79,1530.0,Luxury,High Floor,1.2
328,North-East,2,2.0,1,Yes,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,47,849.1500000000001,Luxury,High Floor,0.48
329,North,2,2.0,1,No,Unfurnished,0,0,0,0,1,0,0,0,Moderately Old,37,925.0,Luxury,Mid Floor,0.58
330,East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,68,1245.0,Luxury,Mid Floor,1.25
331,North-East,2,2.0,2,Yes,Semifurnished,0,0,0,1,1,1,1,0,New Property,104,1099.0,Standard,Mid Floor,1.3
332,East,2,2.0,2,No,Semifurnished,0,0,0,1,0,0,0,1,New Property,86,676.35,Budget,Mid Floor,0.69
333,South-East,2,2.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,68,1245.0,Luxury,Mid Floor,1.33
334,East,2,2.0,2,No,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,66,1457.0,Luxury,High Floor,2.18
335,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,0,0,0,1,New Property,65,1250.0,Standard,Mid Floor,2.2
336,North-East,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,1,New Property,33,1869.75,Luxury,Low Floor,1.27
337,East,2,2.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Moderately Old,48,1667.0,Standard,Mid Floor,4.6
338,North,2,2.0,2,No,Semifurnished,1,0,0,0,1,1,0,0,New Property,89,1105.0,Luxury,High Floor,1.08
339,North-East,2,2.0,2,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,68,1494.0,Luxury,High Floor,1.32
340,North-East,2,2.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,68,1245.0,Luxury,Mid Floor,1.3
341,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,68,1245.0,Luxury,High Floor,1.28
342,North-East,2,2.0,2,Yes,Semifurnished,0,0,0,0,0,1,1,0,Relatively New,104,1550.0,Luxury,Mid Floor,1.9
343,North-East,2,2.0,2,Yes,Semifurnished,1,1,0,1,1,1,1,0,Under Construction,104,1099.0,Luxury,High Floor,1.47
344,North-East,2,3.0,3,Yes,Semifurnished,1,1,0,1,1,1,1,0,Relatively New,60,1560.0,Luxury,Mid Floor,2.75
345,North,2,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,1,Under Construction,61,1552.5,Budget,Mid Floor,1.73
346,East,2,2.0,2,No,Semifurnished,0,1,0,0,0,0,0,0,Under Construction,79,1138.0,Luxury,Low Floor,1.48
347,East,2,2.0,2,No,Semifurnished,0,1,0,0,0,0,0,0,Under Construction,79,1138.0,Luxury,Low Floor,1.45
348,North,2,2.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,New Property,65,1250.0,Luxury,Mid Floor,2.2
349,East,2,2.0,3,Yes,Unfurnished,0,0,0,0,0,1,1,0,New Property,103,1361.0,Luxury,High Floor,1.08
350,East,2,2.0,2,Yes,Unfurnished,0,0,0,0,1,0,0,0,New Property,107,778.95,Luxury,High Floor,0.59
351,North,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,108,1350.0,Budget,High Floor,1.0
352,North,2,2.0,3,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,99,1550.0,Standard,Mid Floor,1.82
353,East,2,2.0,2,Yes,Semifurnished,1,0,0,0,0,0,0,0,Relatively New,48,1676.0,Standard,Mid Floor,4.75
354,East,2,2.0,3,Yes,Semifurnished,1,0,0,0,0,1,0,0,Relatively New,65,1050.0,Luxury,High Floor,1.7
355,North,2,2.0,2,No,Semifurnished,0,0,0,1,1,0,0,0,New Property,86,700.0,Luxury,High Floor,0.73
356,East,2,2.0,3+,Yes,Semifurnished,0,0,0,0,0,0,0,0,New Property,106,1385.0,Luxury,Mid Floor,1.4
357,East,2,2.0,3,Yes,Semifurnished,0,0,1,0,1,0,0,0,Under Construction,89,1350.0,Standard,High Floor,1.02
358,North,2,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,83,1050.0,Luxury,Low Floor,1.0
359,North-East,2,2.0,3,Yes,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,47,787.0500000000001,Budget,Low Floor,0.55
360,East,2,2.0,3+,Yes,Unfurnished,1,0,0,0,0,0,0,0,New Property,47,1457.0,Luxury,Mid Floor,1.14
361,South,2,2.0,2,Yes,Semifurnished,0,0,0,0,0,0,0,0,New Property,62,1508.0,Standard,High Floor,3.3
362,South,2,2.0,1,Yes,Semifurnished,1,0,0,0,0,0,0,0,Moderately Old,58,1632.0,Standard,High Floor,3.2
363,North-East,2,2.0,3,No,Unfurnished,0,0,0,0,0,1,1,0,New Property,85,1890.0,Luxury,Mid Floor,1.88
